event_id	generation	channels	size_bytes	historical_mtime	classification_append_index	metadata_seed_allowed
evt_000630	gen3_current801	2	882044	May18 09:55	379	yes
evt_000631	gen2_legacy	2	882044	May18 04:24	230	no
evt_000633	gen3_current801	2	882044	May18 09:57	507	yes
evt_000634	gen2_legacy	2	882044	May18 04:23	151	no
evt_000635	gen3_current801	2	882044	May18 09:57	537	yes
evt_000636	gen3_current801	2	882044	May18 09:58	621	yes
evt_000639	gen2_legacy	2	882044	May18 04:26	344	no
evt_000644	gen2_legacy	2	882044	May18 04:23	166	no
evt_000645	gen3_current801	2	882044	May18 09:57	513	yes
evt_000646	gen3_current801	2	882044	May18 09:57	538	yes
evt_000647	gen3_current801	2	882044	May18 09:58	581	yes
evt_000648	gen3_current801	2	882044	May18 09:57	572	yes
evt_000650	gen2_legacy	2	882044	May18 04:25	299	no
evt_000651	gen2_legacy	2	882044	May18 04:24	253	no
evt_000652	gen3_current801	2	882044	May18 09:58	584	yes
evt_000653	gen2_legacy	2	882044	May18 04:26	364	no
evt_000658	gen3_current801	2	882044	May18 09:57	535	yes
evt_000659	gen3_current801	2	882044	May18 09:57	530	yes
evt_000662	gen3_current801	2	882044	May18 09:56	469	yes
evt_000663	gen2_legacy	2	882044	May18 04:25	281	no
evt_000664	gen2_legacy	2	882044	May18 04:23	154	no
evt_000666	gen3_current801	2	882044	May18 09:58	579	yes
evt_000667	gen2_legacy	2	882044	May18 04:24	236	no
evt_000668	gen3_current801	2	882044	May18 09:57	498	yes
evt_000670	gen3_current801	2	882044	May18 09:59	668	yes
evt_000671	gen3_current801	2	882044	May18 09:58	599	yes
evt_000672	gen2_legacy	2	882044	May18 04:24	211	no
evt_000673	gen3_current801	2	882044	May18 09:58	604	yes
evt_000674	gen3_current801	2	882044	May18 09:55	382	yes
evt_000675	gen3_current801	2	882044	May18 09:56	427	yes
evt_000677	gen2_legacy	2	882044	May18 04:25	338	no
evt_000678	gen3_current801	2	882044	May18 09:58	642	yes
evt_000679	gen3_current801	2	882044	May18 09:57	533	yes
evt_000680	gen3_current801	2	882044	May18 09:58	649	yes
evt_000682	gen3_current801	2	882044	May18 09:55	396	yes
evt_000683	gen3_current801	2	882044	May18 09:57	568	yes
evt_000684	gen2_legacy	2	882044	May18 04:24	201	no
evt_000685	gen2_legacy	2	882044	May18 04:24	239	no
evt_000686	gen3_current801	2	882044	May18 09:55	384	yes
evt_000687	gen3_current801	2	882044	May18 09:55	392	yes
evt_000688	gen3_current801	2	882044	May18 09:55	402	yes
evt_000690	gen3_current801	2	882044	May18 09:56	488	yes
evt_000691	gen3_current801	2	882044	May18 09:57	510	yes
evt_000692	gen3_current801	2	882044	May18 09:56	459	yes
evt_000693	gen3_current801	2	882044	May18 09:56	442	yes
evt_000694	gen3_current801	2	882044	May18 09:58	653	yes
evt_000695	gen2_legacy	2	882044	May18 04:26	362	no
evt_000697	gen2_legacy	2	882044	May18 04:23	169	no
evt_000699	gen3_current801	2	882044	May18 09:57	562	yes
evt_000700	gen3_current801	2	882044	May18 09:57	556	yes
evt_000702	gen2_legacy	2	882044	May18 04:24	198	no
evt_000703	gen2_legacy	2	882044	May18 04:23	118	no
evt_000704	gen2_legacy	2	882044	May18 04:23	141	no
evt_000705	gen3_current801	2	882044	May18 09:59	669	yes
evt_000706	gen3_current801	2	882044	May18 09:56	416	yes
evt_000708	gen3_current801	2	882044	May18 09:55	388	yes
evt_000709	gen3_current801	2	882044	May18 09:58	615	yes
evt_000711	gen3_current801	2	882044	May18 09:58	622	yes
evt_000713	gen3_current801	2	882044	May18 09:56	476	yes
evt_000714	gen2_legacy	2	882044	May18 04:23	163	no
evt_000715	gen2_legacy	2	882044	May18 04:26	356	no
evt_000717	gen3_current801	2	882044	May18 09:56	479	yes
evt_000718	gen3_current801	2	882044	May18 09:57	566	yes
evt_000719	gen3_current801	2	882044	May18 09:57	550	yes
evt_000720	gen3_current801	2	882044	May18 09:58	594	yes
evt_000721	gen3_current801	2	882044	May18 09:57	534	yes
evt_000722	gen3_current801	2	882044	May18 09:58	647	yes
evt_000723	gen2_legacy	2	882044	May18 04:24	193	no
evt_000724	gen3_current801	2	882044	May18 09:57	554	yes
evt_000725	gen3_current801	2	882044	May18 09:56	455	yes
evt_000726	gen3_current801	2	882044	May18 09:56	447	yes
evt_000727	gen3_current801	2	882044	May18 09:55	411	yes
evt_000728	gen2_legacy	2	882044	May18 04:25	290	no
evt_000729	gen3_current801	2	882044	May18 09:58	592	yes
evt_000731	gen3_current801	2	882044	May18 09:58	628	yes
evt_000735	gen2_legacy	2	882044	May18 04:26	345	no
evt_000738	gen3_current801	2	882044	May18 09:56	446	yes
evt_000741	gen3_current801	2	882044	May18 09:58	631	yes
evt_000744	gen2_legacy	2	882044	May18 04:23	131	no
evt_000746	gen3_current801	2	882044	May18 09:58	629	yes
evt_000747	gen2_legacy	2	882044	May18 04:23	142	no
evt_000750	gen2_legacy	2	882044	May18 04:26	340	no
evt_000751	gen2_legacy	2	882044	May18 04:24	205	no
evt_000753	gen3_current801	2	882044	May18 09:56	454	yes
evt_000754	gen3_current801	2	882044	May18 09:57	557	yes
evt_000757	gen3_current801	2	882044	May18 09:55	377	yes
evt_000760	gen3_current801	2	882044	May18 09:55	401	yes
evt_000761	gen2_legacy	2	882044	May18 04:24	184	no
evt_000762	gen3_current801	2	882044	May18 09:56	426	yes
evt_000763	gen3_current801	2	882044	May18 09:56	450	yes
evt_000764	gen2_legacy	2	882044	May18 04:23	140	no
evt_000766	gen3_current801	2	882044	May18 09:56	441	yes
evt_000768	gen3_current801	2	882044	May18 09:55	374	yes
evt_000770	gen3_current801	2	882044	May18 09:58	634	yes
evt_000774	gen3_current801	2	882044	May18 09:58	633	yes
evt_000775	gen3_current801	2	882044	May18 09:57	508	yes
evt_000776	gen2_legacy	2	882044	May18 04:24	234	no
evt_000777	gen3_current801	2	882044	May18 09:58	618	yes
evt_000778	gen3_current801	2	882044	May18 09:55	378	yes
evt_000779	gen3_current801	2	882044	May18 09:55	412	yes
evt_000782	gen3_current801	2	882044	May18 09:55	404	yes
evt_000783	gen3_current801	2	882044	May18 09:56	415	yes
evt_000785	gen3_current801	2	882044	May18 09:56	437	yes
evt_000786	gen3_current801	2	882044	May18 09:55	406	yes
evt_000787	gen3_current801	2	882044	May18 09:58	587	yes
evt_000790	gen3_current801	2	882044	May18 09:57	512	yes
evt_000791	gen2_legacy	2	882044	May18 04:25	280	no
evt_000792	gen2_legacy	2	882044	May18 04:26	358	no
evt_000797	gen3_current801	2	882044	May18 09:57	559	yes
evt_000798	gen3_current801	2	882044	May18 09:58	640	yes
evt_000807	gen2_legacy	2	882044	May18 04:25	305	no
evt_000809	gen2_legacy	2	882044	May18 04:26	367	no
evt_000826	gen2_legacy	2	882044	May18 04:23	136	no
evt_000852	gen2_legacy	2	882044	May18 04:24	214	no
evt_000859	gen2_legacy	2	882044	May18 04:26	361	no
evt_000880	gen2_legacy	2	882044	May18 04:24	212	no
evt_000884	gen2_legacy	2	882044	May18 04:26	357	no
evt_000902	gen2_legacy	2	882044	May18 04:23	144	no
evt_000907	gen2_legacy	2	882044	May18 04:24	251	no
evt_000920	gen2_legacy	1	441044	May18 04:25	261	no
evt_000921	gen2_legacy	1	441044	May18 04:23	117	no
evt_000923	gen2_legacy	1	441044	May18 04:22	91	no
evt_000925	gen2_legacy	1	441044	May18 04:22	89	no
evt_000926	gen2_legacy	1	441044	May18 04:22	87	no
evt_000929	gen2_legacy	1	441044	May18 04:25	269	no
evt_000933	gen2_legacy	1	441044	May18 04:24	226	no
evt_000937	gen2_legacy	1	441044	May18 04:24	197	no
evt_000938	gen2_legacy	1	441044	May18 04:24	224	no
evt_000939	gen2_legacy	1	441044	May18 04:22	74	no
evt_000940	gen2_legacy	1	441044	May18 04:22	72	no
evt_000941	gen2_legacy	1	441044	May18 04:25	289	no
evt_000945	gen2_legacy	1	441044	May18 04:24	249	no
evt_000946	gen2_legacy	1	441044	May18 04:23	123	no
evt_000947	gen2_legacy	1	441044	May18 04:22	80	no
evt_000948	gen2_legacy	1	441044	May18 04:22	79	no
evt_000951	gen2_legacy	1	441044	May18 04:25	271	no
evt_000957	gen2_legacy	1	441044	May18 04:24	180	no
evt_000959	gen2_legacy	1	441044	May18 04:23	96	no
evt_000960	gen2_legacy	1	441044	May18 04:24	231	no
evt_000964	gen2_legacy	1	441044	May18 04:23	128	no
evt_000967	gen2_legacy	1	441044	May18 04:23	164	no
evt_000968	gen2_legacy	1	441044	May18 04:23	113	no
evt_000973	gen2_legacy	1	441044	May18 04:23	100	no
evt_000974	gen2_legacy	1	441044	May18 04:24	210	no
evt_000979	gen2_legacy	1	441044	May18 04:23	110	no
evt_000981	gen2_legacy	1	441044	May18 04:23	98	no
evt_000982	gen2_legacy	1	441044	May18 04:26	348	no
evt_000983	gen2_legacy	1	441044	May18 04:26	354	no
evt_000993	gen2_legacy	1	441044	May18 04:25	298	no
evt_000994	gen2_legacy	1	441044	May18 04:25	314	no
evt_000995	gen2_legacy	1	441044	May18 04:23	120	no
evt_000997	gen2_legacy	1	441044	May18 04:24	202	no
evt_000999	gen2_legacy	1	441044	May18 04:22	85	no
evt_001000	gen2_legacy	1	441044	May18 04:22	82	no
evt_001001	gen2_legacy	1	441044	May18 04:22	81	no
evt_001002	gen2_legacy	1	441044	May18 04:23	150	no
evt_001003	gen2_legacy	1	441044	May18 04:23	138	no
evt_001004	gen2_legacy	1	441044	May18 04:22	88	no
evt_001005	gen2_legacy	1	441044	May18 04:22	83	no
evt_001007	gen2_legacy	1	441044	May18 04:23	119	no
evt_001009	gen2_legacy	1	441044	May18 04:23	124	no
evt_001010	gen2_legacy	1	441044	May18 04:23	106	no
evt_001011	gen2_legacy	1	441044	May18 04:24	196	no
evt_001013	gen2_legacy	1	441044	May18 04:24	219	no
evt_001014	gen2_legacy	1	441044	May18 04:23	116	no
evt_001015	gen2_legacy	1	441044	May18 04:22	78	no
evt_001018	gen2_legacy	1	441044	May18 04:23	97	no
evt_001021	gen2_legacy	1	441044	May18 04:23	108	no
evt_001026	gen2_legacy	1	441044	May18 04:24	218	no
evt_001028	gen2_legacy	1	441044	May18 04:22	73	no
evt_001029	gen2_legacy	1	441044	May18 04:23	122	no
evt_001034	gen2_legacy	1	441044	May18 04:22	76	no
evt_001036	gen2_legacy	1	441044	May18 04:23	115	no
evt_001039	gen2_legacy	1	441044	May18 04:22	90	no
evt_001040	gen2_legacy	1	441044	May18 04:22	75	no
evt_001041	gen2_legacy	1	441044	May18 04:23	99	no
evt_001042	gen2_legacy	1	441044	May18 04:22	92	no
evt_001044	gen2_legacy	1	441044	May18 04:22	86	no
evt_001045	gen2_legacy	1	441044	May18 04:24	250	no
evt_001047	gen2_legacy	1	441044	May18 04:23	143	no
evt_001048	gen2_legacy	1	441044	May18 04:23	103	no
evt_001052	gen2_legacy	1	441044	May18 04:25	307	no
evt_001054	gen2_legacy	1	441044	May18 04:23	109	no
evt_001055	gen2_legacy	1	441044	May18 04:22	77	no
evt_001057	gen2_legacy	1	441044	May18 04:23	111	no
evt_001061	gen2_legacy	1	441044	May18 04:25	326	no
evt_001071	gen2_legacy	1	441044	May18 04:26	349	no
evt_001072	gen2_legacy	1	441044	May18 04:25	317	no
evt_001075	gen2_legacy	1	441044	May18 04:25	303	no
evt_001078	gen2_legacy	1	441044	May18 04:26	368	no
evt_001080	gen2_legacy	1	441044	May18 04:25	300	no
evt_001082	gen2_legacy	1	441044	May18 04:25	312	no
evt_001083	gen2_legacy	1	441044	May18 04:22	93	no
evt_001089	gen2_legacy	1	441044	May18 04:23	95	no
evt_001091	gen2_legacy	1	441044	May18 04:26	352	no
evt_001100	gen2_legacy	1	441044	May18 04:26	363	no
evt_001103	gen2_legacy	1	441044	May18 04:22	84	no
evt_001108	gen2_legacy	1	441044	May18 04:23	94	no
evt_001111	gen2_legacy	1	441044	May18 04:25	297	no
evt_001113	gen2_legacy	1	441044	May18 04:25	306	no
evt_001120	gen2_legacy	1	441044	May18 04:24	186	no
evt_001121	gen2_legacy	1	441044	May18 04:23	135	no
evt_001122	gen2_legacy	1	441044	May18 04:23	171	no
evt_001128	gen2_legacy	1	441044	May18 04:24	247	no
evt_001131	gen2_legacy	1	441044	May18 04:24	190	no
evt_001132	gen2_legacy	1	441044	May18 04:23	130	no
evt_001133	gen2_legacy	1	441044	May18 04:25	330	no
evt_001140	gen2_legacy	1	441044	May18 04:24	187	no
